"No.","Time","Source","Destination","Protocol","Length","Info"
"17334","82.796155","192.168.18.21","192.168.18.24","HTTP","630","HTTP/1.1 200 OK  (text/html)"
"17335","82.796670","192.168.18.24","192.168.18.21","TCP","66","42400  >  80 [RST, ACK] Seq=324 Ack=10984 Win=81664 Len=0 TSval=3500089213 TSecr=4274500061"
"17336","82.796671","192.168.18.24","192.168.18.21","TCP","66","42316  >  80 [RST, ACK] Seq=354 Ack=3462 Win=72960 Len=0 TSval=3500089214 TSecr=4274500094"
"17337","82.796671","192.168.18.24","192.168.18.21","TCP","66","42222  >  80 [RST, ACK] Seq=457 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493569"
"17338","82.796671","192.168.18.24","192.168.18.21","TCP","66","42134  >  80 [RST, ACK] Seq=493 Ack=3462 Win=72960 Len=0 TSval=3500089214 TSecr=4274493524"
"17339","82.796671","192.168.18.24","192.168.18.21","TCP","66","42046  >  80 [RST, ACK] Seq=434 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493489"
"17340","82.796671","192.168.18.24","192.168.18.21","TCP","66","41932  >  80 [RST, ACK] Seq=395 Ack=3462 Win=72960 Len=0 TSval=3500089214 TSecr=4274493441"
"17341","82.796671","192.168.18.24","192.168.18.21","TCP","66","41860  >  80 [RST, ACK] Seq=305 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493382"
"17342","82.796671","192.168.18.24","192.168.18.21","TCP","66","42622  >  80 [RST, ACK] Seq=575 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274500126"
"17343","82.796919","192.168.18.21","192.168.18.24","TCP","2962","80  >  46290 [PSH, ACK] Seq=1 Ack=227 Win=65024 Len=2896 TSval=4274501902 TSecr=3500089186 [TCP PDU reassembled in 17576]"
"17344","82.796997","192.168.18.21","192.168.18.24","TCP","2962","80  >  46294 [PSH, ACK] Seq=1 Ack=549 Win=64640 Len=2896 TSval=4274501902 TSecr=3500089208 [TCP PDU reassembled in 17581]"
"17345","82.797003","192.168.18.21","192.168.18.24","TCP","2962","80  >  46290 [PSH, ACK] Seq=2897 Ack=227 Win=65024 Len=2896 TSval=4274501902 TSecr=3500089186 [TCP PDU reassembled in 17576]"
"17346","82.797006","192.168.18.21","192.168.18.24","TCP","2962","80  >  46294 [PSH, ACK] Seq=2897 Ack=549 Win=64640 Len=2896 TSval=4274501902 TSecr=3500089208 [TCP PDU reassembled in 17581]"
"17347","82.797152","192.168.18.24","192.168.18.21","TCP","66","42542  >  80 [RST, ACK] Seq=432 Ack=3462 Win=72960 Len=0 TSval=3500089214 TSecr=4274500098"
"17348","82.797152","192.168.18.24","192.168.18.21","TCP","66","42450  >  80 [RST, ACK] Seq=498 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274500094"
"17349","82.797153","192.168.18.24","192.168.18.21","TCP","66","42344  >  80 [RST, ACK] Seq=527 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274500073"
"17350","82.797153","192.168.18.24","192.168.18.21","TCP","66","42266  >  80 [RST, ACK] Seq=611 Ack=10984 Win=79232 Len=0 TSval=3500089214 TSecr=4274493585"
"17351","82.797153","192.168.18.24","192.168.18.21","TCP","66","42172  >  80 [RST, ACK] Seq=410 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493550"
"17352","82.797153","192.168.18.24","192.168.18.21","TCP","66","42086  >  80 [RST, ACK] Seq=313 Ack=10984 Win=79232 Len=0 TSval=3500089214 TSecr=4274493510"
"17353","82.797153","192.168.18.24","192.168.18.21","TCP","66","41982  >  80 [RST, ACK] Seq=274 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493469"
"17354","82.797153","192.168.18.24","192.168.18.21","TCP","66","41910  >  80 [RST, ACK] Seq=289 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493413"
"17355","82.797444","192.168.18.21","192.168.18.24","TCP","4410","80  >  46330 [PSH, ACK] Seq=1 Ack=600 Win=64640 Len=4344 TSval=4274501903 TSecr=3500089202 [TCP PDU reassembled in 17560]"
"17356","82.797453","192.168.18.21","192.168.18.24","TCP","4410","80  >  46330 [PSH, ACK] Seq=4345 Ack=600 Win=64640 Len=4344 TSval=4274501903 TSecr=3500089202 [TCP PDU reassembled in 17560]"
"17357","82.797526","192.168.18.24","192.168.18.21","TCP","66","41832  >  80 [RST, ACK] Seq=260 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493360"
"17358","82.797527","192.168.18.24","192.168.18.21","TCP","66","41770  >  80 [RST, ACK] Seq=594 Ack=10984 Win=81664 Len=0 TSval=3500089214 TSecr=4274493320"
"17359","82.797527","192.168.18.24","192.168.18.21","TCP","66","41664  >  80 [RST, ACK] Seq=433 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493281"
"17360","82.797527","192.168.18.24","192.168.18.21","TCP","66","41564  >  80 [RST, ACK] Seq=694 Ack=10984 Win=79232 Len=0 TSval=3500089215 TSecr=4274493250"
"17361","82.797527","192.168.18.24","192.168.18.21","TCP","66","41460  >  80 [RST, ACK] Seq=341 Ack=10984 Win=79232 Len=0 TSval=3500089215 TSecr=4274493206"
"17362","82.797527","192.168.18.24","192.168.18.21","TCP","66","41368  >  80 [RST, ACK] Seq=366 Ack=3462 Win=72960 Len=0 TSval=3500089215 TSecr=4274493165"
"17363","82.797527","192.168.18.24","192.168.18.21","TCP","66","41278  >  80 [RST, ACK] Seq=326 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493113"
"17364","82.797527","192.168.18.24","192.168.18.21","TCP","66","41186  >  80 [RST, ACK] Seq=368 Ack=3462 Win=72960 Len=0 TSval=3500089215 TSecr=4274493081"
"17365","82.797683","192.168.18.24","192.168.18.21","TCP","66","41096  >  80 [RST, ACK] Seq=432 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493053"
"17366","82.797683","192.168.18.24","192.168.18.21","TCP","66","41808  >  80 [RST, ACK] Seq=490 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493345"
"17367","82.797683","192.168.18.24","192.168.18.21","TCP","66","41720  >  80 [RST, ACK] Seq=425 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493297"
"17368","82.797683","192.168.18.24","192.168.18.21","TCP","66","41620  >  80 [RST, ACK] Seq=393 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493265"
"17369","82.797683","192.168.18.24","192.168.18.21","TCP","66","41508  >  80 [RST, ACK] Seq=662 Ack=3462 Win=72960 Len=0 TSval=3500089215 TSecr=4274493235"
"17370","82.797683","192.168.18.24","192.168.18.21","TCP","66","41424  >  80 [RST, ACK] Seq=414 Ack=3462 Win=72960 Len=0 TSval=3500089215 TSecr=4274493193"
"17371","82.797683","192.168.18.24","192.168.18.21","TCP","66","41348  >  80 [RST, ACK] Seq=555 Ack=3462 Win=72960 Len=0 TSval=3500089215 TSecr=4274493137"
"17372","82.797683","192.168.18.24","192.168.18.21","TCP","66","41246  >  80 [RST, ACK] Seq=372 Ack=3462 Win=72960 Len=0 TSval=3500089215 TSecr=4274493104"
"17373","82.797712","192.168.18.21","192.168.18.24","TCP","2962","80  >  46288 [PSH, ACK] Seq=2897 Ack=503 Win=64768 Len=2896 TSval=4274501901 TSecr=3500089210 [TCP PDU reassembled in 17558]"
"17374","82.797726","192.168.18.24","192.168.18.21","TCP","66","41170  >  80 [RST, ACK] Seq=304 Ack=3462 Win=72960 Len=0 TSval=3500089215 TSecr=4274493073"
"17375","82.797726","192.168.18.24","192.168.18.21","TCP","66","41106  >  80 [RST, ACK] Seq=502 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493053"
"17376","82.797726","192.168.18.24","192.168.18.21","TCP","66","41012  >  80 [RST, ACK] Seq=327 Ack=10984 Win=81664 Len=0 TSval=3500089215 TSecr=4274493041"
"17377","82.797726","192.168.18.24","192.168.18.21","TCP","66","40988  >  80 [RST, ACK] Seq=517 Ack=10984 Win=81664 Len=0 TSval=3500089216 TSecr=4274493037"
"17378","82.797726","192.168.18.24","192.168.18.21","TCP","66","40960  >  80 [RST, ACK] Seq=396 Ack=3462 Win=72960 Len=0 TSval=3500089216 TSecr=4274493016"
"17379","82.797726","192.168.18.24","192.168.18.21","TCP","66","40948  >  80 [RST, ACK] Seq=358 Ack=10984 Win=81664 Len=0 TSval=3500089216 TSecr=4274493016"
"17380","82.797726","192.168.18.24","192.168.18.21","TCP","66","44736  >  80 [FIN, ACK] Seq=389 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488988"
"17381","82.797726","192.168.18.24","192.168.18.21","TCP","66","44638  >  80 [FIN, ACK] Seq=502 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488978"
"17382","82.798082","192.168.18.21","192.168.18.24","TCP","2962","80  >  46322 [PSH, ACK] Seq=1 Ack=319 Win=64896 Len=2896 TSval=4274501904 TSecr=3500089210 [TCP PDU reassembled in 17575]"
"17383","82.798090","192.168.18.21","192.168.18.24","TCP","2962","80  >  46322 [PSH, ACK] Seq=2897 Ack=319 Win=64896 Len=2896 TSval=4274501904 TSecr=3500089210 [TCP PDU reassembled in 17575]"
"17384","82.798102","192.168.18.24","192.168.18.21","TCP","66","44564  >  80 [FIN, ACK] Seq=437 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488970"
"17385","82.798103","192.168.18.24","192.168.18.21","TCP","66","44486  >  80 [FIN, ACK] Seq=326 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488953"
"17386","82.798103","192.168.18.24","192.168.18.21","TCP","66","44372  >  80 [FIN, ACK] Seq=382 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488943"
"17387","82.798103","192.168.18.24","192.168.18.21","TCP","66","44282  >  80 [FIN, ACK] Seq=421 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488933"
"17388","82.798103","192.168.18.24","192.168.18.21","TCP","66","44208  >  80 [FIN, ACK] Seq=420 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488923"
"17389","82.798103","192.168.18.24","192.168.18.21","TCP","66","44088  >  80 [FIN, ACK] Seq=429 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488914"
"17390","82.798103","192.168.18.24","192.168.18.21","TCP","66","44022  >  80 [FIN, ACK] Seq=312 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488903"
"17391","82.798103","192.168.18.24","192.168.18.21","TCP","66","43944  >  80 [FIN, ACK] Seq=591 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488891"
"17392","82.798309","192.168.18.21","192.168.18.24","TCP","2962","80  >  46288 [PSH, ACK] Seq=5793 Ack=503 Win=64768 Len=2896 TSval=4274501901 TSecr=3500089210 [TCP PDU reassembled in 17558]"
"17393","82.798679","192.168.18.21","192.168.18.24","TCP","66","80  >  44208 [FIN, ACK] Seq=10983 Ack=421 Win=64768 Len=0 TSval=4274501904 TSecr=3500089216"
"17394","82.798790","192.168.18.24","192.168.18.21","TCP","66","43848  >  80 [FIN, ACK] Seq=447 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488882"
"17395","82.798790","192.168.18.24","192.168.18.21","TCP","66","43752  >  80 [FIN, ACK] Seq=301 Ack=1 Win=64256 Len=0 TSval=3500089216 TSecr=4274488871"
"17396","82.798790","192.168.18.24","192.168.18.21","TCP","66","43690  >  80 [RST, ACK] Seq=485 Ack=10983 Win=81664 Len=0 TSval=3500089216 TSecr=4274501762"
"17397","82.798790","192.168.18.24","192.168.18.21","TCP","66","43622  >  80 [RST, ACK] Seq=377 Ack=10983 Win=81664 Len=0 TSval=3500089216 TSecr=4274501759"
"17398","82.798790","192.168.18.24","192.168.18.21","TCP","66","43524  >  80 [RST, ACK] Seq=317 Ack=10984 Win=81664 Len=0 TSval=3500089216 TSecr=4274500581"
"17399","82.798790","192.168.18.24","192.168.18.21","TCP","66","43460  >  80 [RST, ACK] Seq=569 Ack=10984 Win=83072 Len=0 TSval=3500089217 TSecr=4274500538"
"17400","82.798790","192.168.18.24","192.168.18.21","TCP","66","43372  >  80 [RST, ACK] Seq=512 Ack=3462 Win=72960 Len=0 TSval=3500089217 TSecr=4274500507"
"17401","82.798790","192.168.18.24","192.168.18.21","TCP","66","43280  >  80 [RST, ACK] Seq=317 Ack=10984 Win=79232 Len=0 TSval=3500089217 TSecr=4274500449"
"17402","82.799763","192.168.18.21","192.168.18.24","TCP","2962","80  >  45974 [PSH, ACK] Seq=5793 Ack=496 Win=64768 Len=2896 TSval=4274501905 TSecr=3500089186 [TCP PDU reassembled in 17518]"
"17403","82.800233","192.168.18.21","192.168.18.24","TCP","2962","80  >  46358 [PSH, ACK] Seq=1 Ack=372 Win=64896 Len=2896 TSval=4274501905 TSecr=3500089182 [TCP PDU reassembled in 17574]"
"17404","82.800243","192.168.18.21","192.168.18.24","TCP","2962","80  >  46272 [PSH, ACK] Seq=5793 Ack=429 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089183 [TCP PDU reassembled in 17409]"
"17405","82.800247","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17406","82.800251","192.168.18.21","192.168.18.24","TCP","2962","80  >  46228 [PSH, ACK] Seq=5793 Ack=445 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089208 [TCP PDU reassembled in 17410]"
"17407","82.800255","192.168.18.21","192.168.18.24","TCP","2962","80  >  46194 [PSH, ACK] Seq=5793 Ack=382 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089183 [TCP PDU reassembled in 17411]"
"17408","82.800259","192.168.18.21","192.168.18.24","TCP","2962","80  >  46358 [PSH, ACK] Seq=2897 Ack=372 Win=64896 Len=2896 TSval=4274501905 TSecr=3500089182 [TCP PDU reassembled in 17574]"
"17409","82.800263","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17410","82.800266","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17411","82.800270","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17412","82.800931","192.168.18.21","192.168.18.24","TCP","66","80  >  46152 [FIN, ACK] Seq=3461 Ack=364 Win=64896 Len=0 TSval=4274501906 TSecr=3500089203"
"17413","82.800939","192.168.18.21","192.168.18.24","TCP","66","80  >  46158 [FIN, ACK] Seq=3461 Ack=475 Win=64768 Len=0 TSval=4274501906 TSecr=3500089210"
"17414","82.800940","192.168.18.21","192.168.18.24","TCP","2962","80  >  46008 [PSH, ACK] Seq=5793 Ack=313 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089183 [TCP PDU reassembled in 17437]"
"17415","82.800945","192.168.18.21","192.168.18.24","TCP","2962","80  >  46182 [PSH, ACK] Seq=5793 Ack=381 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089182 [TCP PDU reassembled in 17446]"
"17416","82.800948","192.168.18.21","192.168.18.24","TCP","2962","80  >  46174 [PSH, ACK] Seq=5793 Ack=420 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089193 [TCP PDU reassembled in 17447]"
"17417","82.800952","192.168.18.21","192.168.18.24","TCP","66","80  >  46072 [FIN, ACK] Seq=3461 Ack=305 Win=64896 Len=0 TSval=4274501906 TSecr=3500089210"
"17418","82.800953","192.168.18.21","192.168.18.24","TCP","2962","80  >  46150 [PSH, ACK] Seq=5793 Ack=412 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089199 [TCP PDU reassembled in 17456]"
"17419","82.800957","192.168.18.21","192.168.18.24","TCP","2962","80  >  46134 [PSH, ACK] Seq=5793 Ack=285 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089197 [TCP PDU reassembled in 17472]"
"17420","82.800961","192.168.18.21","192.168.18.24","TCP","2962","80  >  46118 [PSH, ACK] Seq=5793 Ack=632 Win=64640 Len=2896 TSval=4274501906 TSecr=3500089208 [TCP PDU reassembled in 17482]"
"17421","82.800964","192.168.18.21","192.168.18.24","TCP","2962","80  >  46104 [PSH, ACK] Seq=5793 Ack=463 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089186 [TCP PDU reassembled in 17491]"
"17422","82.800996","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17423","82.801001","192.168.18.21","192.168.18.24","TCP","2962","80  >  46074 [PSH, ACK] Seq=5793 Ack=328 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089210 [TCP PDU reassembled in 17508]"
"17424","82.801005","192.168.18.21","192.168.18.24","TCP","2962","80  >  46052 [PSH, ACK] Seq=5793 Ack=316 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089193 [TCP PDU reassembled in 17509]"
"17425","82.801009","192.168.18.21","192.168.18.24","TCP","2962","80  >  46062 [PSH, ACK] Seq=5793 Ack=649 Win=64640 Len=2896 TSval=4274501906 TSecr=3500089203 [TCP PDU reassembled in 17511]"
"17426","82.801013","192.168.18.21","192.168.18.24","TCP","2962","80  >  46034 [PSH, ACK] Seq=5793 Ack=550 Win=64640 Len=2896 TSval=4274501906 TSecr=3500089197 [TCP PDU reassembled in 17512]"
"17427","82.801016","192.168.18.21","192.168.18.24","TCP","2962","80  >  46020 [PSH, ACK] Seq=5793 Ack=357 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089186 [TCP PDU reassembled in 17513]"
"17428","82.801020","192.168.18.21","192.168.18.24","TCP","2962","80  >  46036 [PSH, ACK] Seq=5793 Ack=438 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089208 [TCP PDU reassembled in 17535]"
"17429","82.801023","192.168.18.21","192.168.18.24","TCP","2962","80  >  46000 [PSH, ACK] Seq=5793 Ack=635 Win=64640 Len=2896 TSval=4274501906 TSecr=3500089199 [TCP PDU reassembled in 17536]"
"17430","82.801027","192.168.18.21","192.168.18.24","TCP","2962","80  >  45982 [PSH, ACK] Seq=5793 Ack=384 Win=64896 Len=2896 TSval=4274501906 TSecr=3500089182 [TCP PDU reassembled in 17537]"
"17431","82.801031","192.168.18.21","192.168.18.24","TCP","2962","80  >  46002 [PSH, ACK] Seq=5793 Ack=412 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089210 [TCP PDU reassembled in 17538]"
"17432","82.801034","192.168.18.21","192.168.18.24","TCP","66","80  >  45980 [FIN, ACK] Seq=3461 Ack=500 Win=64768 Len=0 TSval=4274501906 TSecr=3500089203"
"17433","82.801037","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17434","82.801040","192.168.18.21","192.168.18.24","TCP","2962","80  >  45978 [PSH, ACK] Seq=5793 Ack=536 Win=64640 Len=2896 TSval=4274501906 TSecr=3500089193 [TCP PDU reassembled in 17539]"
"17435","82.801043","192.168.18.21","192.168.18.24","TCP","2962","80  >  45952 [PSH, ACK] Seq=5793 Ack=397 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089197 [TCP PDU reassembled in 17540]"
"17436","82.801047","192.168.18.21","192.168.18.24","TCP","2962","80  >  46366 [PSH, ACK] Seq=1 Ack=331 Win=64896 Len=2896 TSval=4274501907 TSecr=3500089183 [TCP PDU reassembled in 17614]"
"17437","82.801051","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17439","82.803185","192.168.18.24","192.168.18.21","TCP","66","43206  >  80 [RST, ACK] Seq=522 Ack=3462 Win=72960 Len=0 TSval=3500089217 TSecr=4274500390"
"17440","82.803185","192.168.18.24","192.168.18.21","TCP","66","43114  >  80 [RST, ACK] Seq=442 Ack=3462 Win=72960 Len=0 TSval=3500089217 TSecr=4274500357"
"17441","82.803186","192.168.18.24","192.168.18.21","TCP","66","43038  >  80 [RST, ACK] Seq=482 Ack=10984 Win=81664 Len=0 TSval=3500089217 TSecr=4274500319"
"17442","82.803186","192.168.18.24","192.168.18.21","TCP","66","42952  >  80 [RST, ACK] Seq=243 Ack=10984 Win=81664 Len=0 TSval=3500089217 TSecr=4274500282"
"17443","82.803186","192.168.18.24","192.168.18.21","TCP","66","42850  >  80 [RST, ACK] Seq=547 Ack=10984 Win=81664 Len=0 TSval=3500089217 TSecr=4274500242"
"17444","82.803186","192.168.18.24","192.168.18.21","TCP","66","42734  >  80 [RST, ACK] Seq=315 Ack=3462 Win=72960 Len=0 TSval=3500089217 TSecr=4274500205"
"17445","82.803186","192.168.18.24","192.168.18.21","TCP","66","42668  >  80 [RST, ACK] Seq=302 Ack=10984 Win=79232 Len=0 TSval=3500089217 TSecr=4274500157"
"17446","82.803818","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17447","82.804106","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17448","82.804700","192.168.18.24","192.168.18.21","TCP","66","42590  >  80 [RST, ACK] Seq=539 Ack=3462 Win=72960 Len=0 TSval=3500089217 TSecr=4274500114"
"17449","82.804700","192.168.18.24","192.168.18.21","TCP","66","42524  >  80 [RST, ACK] Seq=479 Ack=10984 Win=81664 Len=0 TSval=3500089217 TSecr=4274500087"
"17450","82.804700","192.168.18.24","192.168.18.21","TCP","66","42414  >  80 [RST, ACK] Seq=371 Ack=10984 Win=81664 Len=0 TSval=3500089217 TSecr=4274500061"
"17451","82.804700","192.168.18.24","192.168.18.21","TCP","66","42318  >  80 [RST, ACK] Seq=330 Ack=10984 Win=79232 Len=0 TSval=3500089217 TSecr=4274500094"
"17452","82.804700","192.168.18.24","192.168.18.21","TCP","66","42224  >  80 [RST, ACK] Seq=516 Ack=10984 Win=81664 Len=0 TSval=3500089217 TSecr=4274493574"
"17453","82.804701","192.168.18.24","192.168.18.21","TCP","66","42136  >  80 [RST, ACK] Seq=337 Ack=3462 Win=72960 Len=0 TSval=3500089217 TSecr=4274493529"
"17454","82.804701","192.168.18.24","192.168.18.21","TCP","66","42058  >  80 [RST, ACK] Seq=352 Ack=3462 Win=72960 Len=0 TSval=3500089217 TSecr=4274493498"
"17455","82.804701","192.168.18.24","192.168.18.21","TCP","66","41940  >  80 [RST, ACK] Seq=352 Ack=10984 Win=81664 Len=0 TSval=3500089217 TSecr=4274493441"
"17456","82.804919","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17457","82.805047","192.168.18.24","192.168.18.21","TCP","66","41874  >  80 [RST, ACK] Seq=309 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493382"
"17458","82.805048","192.168.18.24","192.168.18.21","TCP","66","41810  >  80 [RST, ACK] Seq=444 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493345"
"17459","82.805048","192.168.18.24","192.168.18.21","TCP","66","41726  >  80 [RST, ACK] Seq=327 Ack=3462 Win=72960 Len=0 TSval=3500089218 TSecr=4274493310"
"17460","82.805048","192.168.18.24","192.168.18.21","TCP","66","41628  >  80 [RST, ACK] Seq=450 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493269"
"17461","82.805048","192.168.18.24","192.168.18.21","TCP","66","41530  >  80 [RST, ACK] Seq=471 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493235"
"17462","82.805048","192.168.18.24","192.168.18.21","TCP","66","41442  >  80 [RST, ACK] Seq=584 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493197"
"17463","82.805048","192.168.18.24","192.168.18.21","TCP","66","41364  >  80 [RST, ACK] Seq=500 Ack=10984 Win=79232 Len=0 TSval=3500089218 TSecr=4274493151"
"17464","82.805048","192.168.18.24","192.168.18.21","TCP","66","41262  >  80 [RST, ACK] Seq=400 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493109"
"17465","82.805094","192.168.18.24","192.168.18.21","TCP","66","41118  >  80 [RST, ACK] Seq=431 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493077"
"17466","82.805094","192.168.18.24","192.168.18.21","TCP","66","41046  >  80 [RST, ACK] Seq=477 Ack=10984 Win=81664 Len=0 TSval=3500089218 TSecr=4274493053"
"17467","82.805094","192.168.18.24","192.168.18.21","TCP","60","43722  >  80 [RST] Seq=415 Win=0 Len=0"
"17468","82.805094","192.168.18.24","192.168.18.21","TCP","60","43700  >  80 [RST] Seq=348 Win=0 Len=0"
"17469","82.805094","192.168.18.24","192.168.18.21","TCP","60","43736  >  80 [RST] Seq=516 Win=0 Len=0"
"17470","82.805094","192.168.18.24","192.168.18.21","TCP","60","43648  >  80 [RST] Seq=468 Win=0 Len=0"
"17471","82.805094","192.168.18.24","192.168.18.21","TCP","60","43752  >  80 [RST] Seq=301 Win=0 Len=0"
"17472","82.805097","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17473","82.805094","192.168.18.24","192.168.18.21","TCP","60","43700  >  80 [RST] Seq=348 Win=0 Len=0"
"17474","82.805285","192.168.18.24","192.168.18.21","TCP","60","43736  >  80 [RST] Seq=516 Win=0 Len=0"
"17475","82.805286","192.168.18.24","192.168.18.21","TCP","60","43752  >  80 [RST] Seq=301 Win=0 Len=0"
"17476","82.805286","192.168.18.24","192.168.18.21","TCP","60","43768  >  80 [RST] Seq=345 Win=0 Len=0"
"17477","82.805286","192.168.18.24","192.168.18.21","TCP","60","43796  >  80 [RST] Seq=423 Win=0 Len=0"
"17478","82.805286","192.168.18.24","192.168.18.21","TCP","60","43768  >  80 [RST] Seq=345 Win=0 Len=0"
"17479","82.805286","192.168.18.24","192.168.18.21","TCP","60","43796  >  80 [RST] Seq=423 Win=0 Len=0"
"17480","82.805286","192.168.18.24","192.168.18.21","TCP","60","43782  >  80 [RST] Seq=427 Win=0 Len=0"
"17481","82.805286","192.168.18.24","192.168.18.21","TCP","60","43760  >  80 [RST] Seq=449 Win=0 Len=0"
"17482","82.805298","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17483","82.805370","192.168.18.24","192.168.18.21","TCP","60","43782  >  80 [RST] Seq=427 Win=0 Len=0"
"17484","82.805371","192.168.18.24","192.168.18.21","TCP","60","43760  >  80 [RST] Seq=449 Win=0 Len=0"
"17485","82.805371","192.168.18.24","192.168.18.21","TCP","60","43796  >  80 [RST] Seq=423 Win=0 Len=0"
"17486","82.805371","192.168.18.24","192.168.18.21","TCP","60","43810  >  80 [RST] Seq=387 Win=0 Len=0"
"17487","82.805371","192.168.18.24","192.168.18.21","TCP","60","43810  >  80 [RST] Seq=387 Win=0 Len=0"
"17488","82.805371","192.168.18.24","192.168.18.21","TCP","60","43802  >  80 [RST] Seq=439 Win=0 Len=0"
"17489","82.805371","192.168.18.24","192.168.18.21","TCP","60","43802  >  80 [RST] Seq=439 Win=0 Len=0"
"17490","82.805371","192.168.18.24","192.168.18.21","TCP","60","43826  >  80 [RST] Seq=451 Win=0 Len=0"
"17491","82.805465","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17492","82.805553","192.168.18.24","192.168.18.21","TCP","60","43836  >  80 [RST] Seq=571 Win=0 Len=0"
"17493","82.805554","192.168.18.24","192.168.18.21","TCP","60","43826  >  80 [RST] Seq=451 Win=0 Len=0"
"17494","82.805554","192.168.18.24","192.168.18.21","TCP","60","43836  >  80 [RST] Seq=571 Win=0 Len=0"
"17495","82.805554","192.168.18.24","192.168.18.21","TCP","60","43848  >  80 [RST] Seq=447 Win=0 Len=0"
"17496","82.805554","192.168.18.24","192.168.18.21","TCP","60","43848  >  80 [RST] Seq=447 Win=0 Len=0"
